"","order_id","quantity","item_name","choice_description","item_price","Calories","TotalFat.g.","SaturatedFat.g.","TransFat.g.","Cholesterol.mg.","Sodium.mg.","Carbohydrates.g.","DietaryFiber.g.","Sugar.g.","Protein.g.","VitaminA..DV.","VitaminC..DV.","Calcium...DV.","Iron..DV.","Calories.Share","TotalFat.g..Share","SaturatedFat.g..Share","TransFat.g..Share","Cholesterol.mg..Share","Sodium.mg..Share","Carbohydrates.g..Share","DietaryFiber.g..Share","Sugar.g..Share","Protein.g..Share","VitaminA..DV..Share","VitaminC..DV..Share","Calcium...DV..Share","Iron..DV..Share"
"1964","793","1","Carnitas Soft Tacos","Fresh Tomato Salsa, Sour Cream, Guacamole","$11.75 ","795","44.5","16.5","0","105","1145","59.5","13","6","34","32","33","22","19","0.3975","0.684615384615385","0.825","0","0.35","0.477083333333333","0.198333333333333","0.52","0.0666666666666667","0.68","0.32","0.33","0.22","0.19"
"1965","793","1","Bottled Water","NULL","$1.50 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1966","794","1","Steak Burrito","Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream, Lettuce","$8.99 ","1035","38.5","15","0","135","2075","112","18","7","56.5","78","37","58","49","0.5175","0.592307692307692","0.75","0","0.45","0.864583333333333","0.373333333333333","0.72","0.0777777777777778","1.13","0.78","0.37","0.58","0.49"
"1967","794","1","Chicken Bowl","Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce","$10.98 ","955","51","18.5","0","195","1750","72","21.5","7","53.5","83","46","41","34","0.4775","0.784615384615385","0.925","0","0.65","0.729166666666667","0.24","0.86","0.0777777777777778","1.07","0.83","0.46","0.41","0.34"
"1968","794","1","Chips and Tomatillo-Green Chili Salsa","NULL","$2.39 ","590","27","3.5","0","0","670","77","9","6","8.5","5","22","6","9","0.295","0.415384615384615","0.175","0","0","0.279166666666667","0.256666666666667","0.36","0.0666666666666667","0.17","0.05","0.22","0.06","0.09"
"1969","795","1","Chicken Burrito","Tomatillo Red Chili Salsa, Lettuce","$8.75 ","510","18","4","0","125","1500","51","6.5","1","40","55","12","23","27","0.255","0.276923076923077","0.2","0","0.416666666666667","0.625","0.17","0.26","0.0111111111111111","0.8","0.55","0.12","0.23","0.27"
"1970","795","1","Chips","NULL","$2.15 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"1971","795","1","Barbacoa Bowl","Tomatillo Red Chili Salsa","$9.25 ","190","8","2.5","0","65","1030","6","3","1","25","26","0","2","17","0.095","0.123076923076923","0.125","0","0.216666666666667","0.429166666666667","0.02","0.12","0.0111111111111111","0.5","0.26","0","0.02","0.17"
"1972","796","1","Bottled Water","NULL","$1.50 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1973","796","1","Chicken Bowl","Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce","$8.75 ","730","30","15","0","195","1665","63","16.5","4","51.5","81","14","37","27","0.365","0.461538461538462","0.75","0","0.65","0.69375","0.21","0.66","0.0444444444444444","1.03","0.81","0.14","0.37","0.27"
"1974","796","1","Chips","NULL","$2.15 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"1975","797","1","Chips and Guacamole","NULL","$3.99 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"1976","797","1","Steak Bowl","Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream","$8.99 ","875","31.5","14","0","135","2635","93","21","16","55","76","87","42","43","0.4375","0.484615384615385","0.7","0","0.45","1.09791666666667","0.31","0.84","0.177777777777778","1.1","0.76","0.87","0.42","0.43"
"1977","798","1","6 Pack Soft Drink","Diet Coke","$6.49 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1978","798","1","Chicken Salad Bowl","Fresh Tomato Salsa, Fajita Vegetables, Sour Cream, Cheese, Lettuce","$8.75 ","710","49.5","19.5","0","205","1760","30","5.5","19","42.5","71","67","35","14","0.355","0.761538461538462","0.975","0","0.683333333333333","0.733333333333333","0.1","0.22","0.211111111111111","0.85","0.71","0.67","0.35","0.14"
"1979","798","2","Chips and Guacamole","NULL","$8.90 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"1980","799","1","Steak Soft Tacos","Tomatillo-Green Chili Salsa (Medium), Cheese, Sour Cream","$8.99 ","635","23.5","14","0","135","820","53","7","5","41.5","22","20","38","24","0.3175","0.361538461538462","0.7","0","0.45","0.341666666666667","0.176666666666667","0.28","0.0555555555555556","0.83","0.22","0.2","0.38","0.24"
"1981","799","1","Chips and Guacamole","NULL","$3.99 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"1982","800","2","Chicken Burrito","Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce","$17.50 ","1025","39","16","0","195","2065","110","18.5","6","58.5","76","39","59","42","0.5125","0.6","0.8","0","0.65","0.860416666666667","0.366666666666667","0.74","0.0666666666666667","1.17","0.76","0.39","0.59","0.42"
"1983","801","1","Veggie Burrito","Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Guacamole, Lettuce","$11.25 ","860","44.5","9.5","0","30","1970","98","13","5","20.5","64","77","48","33","0.43","0.684615384615385","0.475","0","0.1","0.820833333333333","0.326666666666667","0.52","0.0555555555555556","0.41","0.64","0.77","0.48","0.33"
"1984","801","1","Canned Soft Drink","Diet Coke","$1.25 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1985","802","1","Chicken Bowl","Fresh Tomato Salsa (Mild), Rice, Pinto Beans, Cheese, Guacamole, Lettuce","$10.98 ","835","41.5","11.5","0","155","1760","70","19.5","5","50.5","74","54","34","34","0.4175","0.638461538461539","0.575","0","0.516666666666667","0.733333333333333","0.233333333333333","0.78","0.0555555555555556","1.01","0.74","0.54","0.34","0.34"
"1986","803","1","Barbacoa Soft Tacos","Fresh Tomato Salsa, Black Beans, Cheese, Lettuce","$9.25 ","620","15.5","7.5","0","95","1220","76","21","4","41","67","37","34","35","0.31","0.238461538461538","0.375","0","0.316666666666667","0.508333333333333","0.253333333333333","0.84","0.0444444444444444","0.82","0.67","0.37","0.34","0.35"
"1987","803","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"1988","803","1","Canned Soft Drink","Coke","$1.25 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1989","803","2","Bottled Water","NULL","$3.00 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1990","804","1","Chicken Bowl","Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce","$11.25 ","840","41.5","11.5","0","155","1720","71","21.5","5","51.5","75","46","33","34","0.42","0.638461538461539","0.575","0","0.516666666666667","0.716666666666667","0.236666666666667","0.86","0.0555555555555556","1.03","0.75","0.46","0.33","0.34"
"1991","804","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"1992","805","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"1993","805","1","Chips and Tomatillo Red Chili Salsa","NULL","$2.95 ","595","28","3.5","0","0","920","77","10","5","9","20","2","4","8","0.2975","0.430769230769231","0.175","0","0","0.383333333333333","0.256666666666667","0.4","0.0555555555555556","0.18","0.2","0.02","0.04","0.08"
"1994","805","1","Steak Burrito","Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese, Lettuce","$9.25 ","920","30","8","0","95","2375","109","17","3","53.5","74","20","49","49","0.46","0.461538461538462","0.4","0","0.316666666666667","0.989583333333333","0.363333333333333","0.68","0.0333333333333333","1.07","0.74","0.2","0.49","0.49"
"1995","806","1","Chicken Bowl","Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Guacamole","$11.25 ","815","41.5","11.5","0","155","1510","65","19.5","2","50.5","25","11","31","30","0.4075","0.638461538461539","0.575","0","0.516666666666667","0.629166666666667","0.216666666666667","0.78","0.0222222222222222","1.01","0.25","0.11","0.31","0.3"
"1996","806","1","Chips","NULL","$2.15 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"1997","806","1","Chicken Bowl","Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce","$11.25 ","865","43","11.5","0","155","2180","74","23.5","5","52.5","84","51","33","36","0.4325","0.661538461538462","0.575","0","0.516666666666667","0.908333333333333","0.246666666666667","0.94","0.0555555555555556","1.05","0.84","0.51","0.33","0.36"
"1998","806","1","Chicken Bowl","Fresh Tomato Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce","$11.25 ","855","42","11.5","0","155","1930","74","20.5","7","51.5","78","84","36","36","0.4275","0.646153846153846","0.575","0","0.516666666666667","0.804166666666667","0.246666666666667","0.82","0.0777777777777778","1.03","0.78","0.84","0.36","0.36"
"1999","806","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"2000","807","1","Chips and Tomatillo Red Chili Salsa","NULL","$2.95 ","595","28","3.5","0","0","920","77","10","5","9","20","2","4","8","0.2975","0.430769230769231","0.175","0","0","0.383333333333333","0.256666666666667","0.4","0.0555555555555556","0.18","0.2","0.02","0.04","0.08"
"2001","807","1","Carnitas Soft Tacos","Tomatillo Red Chili Salsa, Rice, Lettuce","$9.25 ","645","18","6","0","65","1405","84.5","10","1","33.5","64","11","12","19","0.3225","0.276923076923077","0.3","0","0.216666666666667","0.585416666666667","0.281666666666667","0.4","0.0111111111111111","0.67","0.64","0.11","0.12","0.19"
"2002","807","1","Chicken Bowl","Tomatillo Red Chili Salsa, Rice, Pinto Beans, Guacamole, Lettuce","$11.25 ","740","35","6.5","0","125","1860","68","20.5","3","44.5","72","29","12","34","0.37","0.538461538461539","0.325","0","0.416666666666667","0.775","0.226666666666667","0.82","0.0333333333333333","0.89","0.72","0.29","0.12","0.34"
"2003","807","1","Canned Soft Drink","Coke","$1.25 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2004","808","1","Chicken Bowl","Fresh Tomato Salsa, Rice, Black Beans, Cheese","$8.75 ","605","19.5","8","0","155","1345","62","14.5","4","49.5","33","29","31","25","0.3025","0.3","0.4","0","0.516666666666667","0.560416666666667","0.206666666666667","0.58","0.0444444444444444","0.99","0.33","0.29","0.31","0.25"
"2005","808","1","Chips and Tomatillo Red Chili Salsa","NULL","$2.95 ","595","28","3.5","0","0","920","77","10","5","9","20","2","4","8","0.2975","0.430769230769231","0.175","0","0","0.383333333333333","0.256666666666667","0.4","0.0555555555555556","0.18","0.2","0.02","0.04","0.08"
"2006","808","1","Canned Soft Drink","Sprite","$1.25 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2007","809","1","Chicken Bowl","Fresh Tomato Salsa, Fajita Vegetables, Rice, Sour Cream, Lettuce","$8.75 ","525","21","10","0","165","1095","45","4.5","7","39.5","69","67","17","19","0.2625","0.323076923076923","0.5","0","0.55","0.45625","0.15","0.18","0.0777777777777778","0.79","0.69","0.67","0.17","0.19"
"2008","809","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"2009","810","1","Steak Burrito","Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Rice, Guacamole, Lettuce","$11.48 ","1010","44","6.5","0","65","2300","112","15","9","46.5","70","52","28","50","0.505","0.676923076923077","0.325","0","0.216666666666667","0.958333333333333","0.373333333333333","0.6","0.1","0.93","0.7","0.52","0.28","0.5"
"2010","810","1","Steak Burrito","Fresh Tomato Salsa (Mild), Black Beans, Rice, Guacamole, Lettuce","$11.48 ","1050","43.5","6.5","0","65","2230","118","24","6","50.5","70","44","32","56","0.525","0.669230769230769","0.325","0","0.216666666666667","0.929166666666667","0.393333333333333","0.96","0.0666666666666667","1.01","0.7","0.44","0.32","0.56"
"2011","811","1","Chicken Bowl","Fresh Tomato Salsa (Mild), Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce","$8.49 ","745","29.5","15","0","195","1545","68","16.5","8","52.5","80","69","41","29","0.3725","0.453846153846154","0.75","0","0.65","0.64375","0.226666666666667","0.66","0.0888888888888889","1.05","0.8","0.69","0.41","0.29"
"2012","811","1","Chips and Tomatillo-Red Chili Salsa","NULL","$2.39 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"2013","812","1","Chicken Bowl","Tomatillo Green Chili Salsa, Rice, Sour Cream, Guacamole","$11.25 ","710","42.5","13.5","0","165","1090","43","7.5","3","39.5","22","9","15","20","0.355","0.653846153846154","0.675","0","0.55","0.454166666666667","0.143333333333333","0.3","0.0333333333333333","0.79","0.22","0.09","0.15","0.2"
"2014","812","1","Barbacoa Bowl","Tomatillo Red Chili Salsa, Black Beans, Cheese, Sour Cream, Guacamole","$11.75 ","755","48","18","0","135","1885","38","21","5","42","52","9","36","34","0.3775","0.738461538461539","0.9","0","0.45","0.785416666666667","0.126666666666667","0.84","0.0555555555555556","0.84","0.52","0.09","0.36","0.34"
"2015","812","1","Chips","NULL","$2.15 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"2016","813","1","Bottled Water","NULL","$1.50 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2017","813","1","Chips","NULL","$2.15 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"2018","813","1","Chicken Bowl","Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce","$8.75 ","730","30","15","0","195","1665","63","16.5","4","51.5","81","14","37","27","0.365","0.461538461538462","0.75","0","0.65","0.69375","0.21","0.66","0.0444444444444444","1.03","0.81","0.14","0.37","0.27"
"2019","814","1","Chicken Bowl","Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce","$11.25 ","840","41.5","11.5","0","155","1720","71","21.5","5","51.5","75","46","33","34","0.42","0.638461538461539","0.575","0","0.516666666666667","0.716666666666667","0.236666666666667","0.86","0.0555555555555556","1.03","0.75","0.46","0.33","0.34"
"2020","814","2","Chips and Guacamole","NULL","$8.90 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"2021","814","1","Chicken Bowl","Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce","$11.25 ","1030","53","18.5","0","195","2080","86","22.5","10","55.5","75","69","42","38","0.515","0.815384615384615","0.925","0","0.65","0.866666666666667","0.286666666666667","0.9","0.111111111111111","1.11","0.75","0.69","0.42","0.38"
"2022","815","1","Chicken Bowl","Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce","$11.25 ","1010","52.5","18.5","0","195","1910","82","21.5","8","54.5","71","39","40","36","0.505","0.807692307692308","0.925","0","0.65","0.795833333333333","0.273333333333333","0.86","0.0888888888888889","1.09","0.71","0.39","0.4","0.36"
"2023","815","1","Canned Soft Drink","Diet Coke","$1.25 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2024","816","1","Chips and Guacamole","NULL","$4.45 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"2025","816","1","Steak Burrito","Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream","$9.25 ","935","39","15","0","135","2275","92","7","6","50.5","48","30","54","39","0.4675","0.6","0.75","0","0.45","0.947916666666667","0.306666666666667","0.28","0.0666666666666667","1.01","0.48","0.3","0.54","0.39"
"2026","816","1","Steak Crispy Tacos","Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce","$9.25 ","850","36.5","17","0","135","1615","77","11","9","46.5","83","40","40","32","0.425","0.561538461538462","0.85","0","0.45","0.672916666666667","0.256666666666667","0.44","0.1","0.93","0.83","0.4","0.4","0.32"
"2027","816","1","Chicken Burrito","Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce","$8.75 ","1045","39.5","16","0","195","2235","114","19.5","8","59.5","80","69","61","44","0.5225","0.607692307692308","0.8","0","0.65","0.93125","0.38","0.78","0.0888888888888889","1.19","0.8","0.69","0.61","0.44"
"2028","817","1","Carnitas Bowl","Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream","$9.25 ","840","37","18","0","135","1855","78.5","17","9","48.5","36","43","40","25","0.42","0.569230769230769","0.9","0","0.45","0.772916666666667","0.261666666666667","0.68","0.1","0.97","0.36","0.43","0.4","0.25"
"2029","817","1","Veggie Bowl","Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream","$8.75 ","640","24.5","12","0","70","1525","82","18","11","23.5","38","72","38","23","0.32","0.376923076923077","0.6","0","0.233333333333333","0.635416666666667","0.273333333333333","0.72","0.122222222222222","0.47","0.38","0.72","0.38","0.23"
"2030","817","1","Chicken Burrito","Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce","$8.75 ","1025","39","16","0","195","2065","110","18.5","6","58.5","76","39","59","42","0.5125","0.6","0.8","0","0.65","0.860416666666667","0.366666666666667","0.74","0.0666666666666667","1.17","0.76","0.39","0.59","0.42"
"2031","818","1","Steak Bowl","Fresh Tomato Salsa, Rice, Cheese, Lettuce","$9.25 ","500","18","7","0","95","1095","43","3","4","40.5","66","35","26","24","0.25","0.276923076923077","0.35","0","0.316666666666667","0.45625","0.143333333333333","0.12","0.0444444444444444","0.81","0.66","0.35","0.26","0.24"
"2032","818","1","Chicken Salad Bowl","Roasted Chili Corn Salsa, Rice, Black Beans, Lettuce","$8.75 ","840","38.5","7.5","0","135","2125","91","19.5","17","46","52","24","9","29","0.42","0.592307692307692","0.375","0","0.45","0.885416666666667","0.303333333333333","0.78","0.188888888888889","0.92","0.52","0.24","0.09","0.29"
"2033","818","1","Carnitas Burrito","Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole","$11.75 ","1265","67","22.5","0","135","2460","111.5","20","4","52.5","34","18","61","41","0.6325","1.03076923076923","1.125","0","0.45","1.025","0.371666666666667","0.8","0.0444444444444444","1.05","0.34","0.18","0.61","0.41"
"2034","818","1","Carnitas Bowl","Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce","$11.75 ","905","49","14.5","0","95","2370","74.5","23","5","46.5","86","50","34","32","0.4525","0.753846153846154","0.725","0","0.316666666666667","0.9875","0.248333333333333","0.92","0.0555555555555556","0.93","0.86","0.5","0.34","0.32"
"2035","818","1","Veggie Bowl","Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce","$8.75 ","530","15","5","0","30","1495","82","19","9","21.5","65","82","30","25","0.265","0.230769230769231","0.25","0","0.1","0.622916666666667","0.273333333333333","0.76","0.1","0.43","0.65","0.82","0.3","0.25"
"2036","818","1","Chicken Bowl","Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce","$8.75 ","785","30.5","15","0","195","1495","75","17.5","7","53.5","65","24","37","29","0.3925","0.469230769230769","0.75","0","0.65","0.622916666666667","0.25","0.7","0.0777777777777778","1.07","0.65","0.24","0.37","0.29"
"2037","818","2","Chips and Guacamole","NULL","$8.90 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"2038","818","1","Chips and Fresh Tomato Salsa","NULL","$2.95 ","590","27","3.5","0","0","630","78","9","7","9","15","27","6","8","0.295","0.415384615384615","0.175","0","0","0.2625","0.26","0.36","0.0777777777777778","0.18","0.15","0.27","0.06","0.08"
"2039","819","1","Chicken Bowl","Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Guacamole","$10.98 ","975","52","18.5","0","195","2250","75","22.5","8","54.5","68","36","41","34","0.4875","0.8","0.925","0","0.65","0.9375","0.25","0.9","0.0888888888888889","1.09","0.68","0.36","0.41","0.34"
"2040","820","1","Veggie Bowl","Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce","$8.49 ","685","25.5","12","0","70","2315","90","20","14","24","97","110","41","30","0.3425","0.392307692307692","0.6","0","0.233333333333333","0.964583333333333","0.3","0.8","0.155555555555556","0.48","0.97","1.1","0.41","0.3"
"2041","820","1","Chicken Burrito","Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce","$8.49 ","1205","41.5","16","0","195","3285","143","32.5","12","67","108","99","68","59","0.6025","0.638461538461539","0.8","0","0.65","1.36875","0.476666666666667","1.3","0.133333333333333","1.34","1.08","0.99","0.68","0.59"
"2042","821","1","Chicken Burrito","Tomatillo-Green Chili Salsa (Medium), Rice, Cheese, Guacamole","$10.98 ","1015","50.5","12.5","0","155","2190","93","11.5","3","51","26","29","49","38","0.5075","0.776923076923077","0.625","0","0.516666666666667","0.9125","0.31","0.46","0.0333333333333333","1.02","0.26","0.29","0.49","0.38"
"2043","822","1","Steak Bowl","Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Lettuce","$8.99 ","740","29.5","14","0","135","1675","65","16","5","49.5","83","12","36","34","0.37","0.453846153846154","0.7","0","0.45","0.697916666666667","0.216666666666667","0.64","0.0555555555555556","0.99","0.83","0.12","0.36","0.34"
"2044","822","1","Steak Bowl","Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream","$8.99 ","735","29.5","14","0","135","1675","64","15","5","49.5","48","2","36","32","0.3675","0.453846153846154","0.7","0","0.45","0.697916666666667","0.213333333333333","0.6","0.0555555555555556","0.99","0.48","0.02","0.36","0.32"
"2045","823","1","Steak Burrito","Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce","$11.75 ","1265","60.5","18.5","0","135","2450","120","24","8","58.5","85","44","60","56","0.6325","0.930769230769231","0.925","0","0.45","1.02083333333333","0.4","0.96","0.0888888888888889","1.17","0.85","0.44","0.6","0.56"
"2046","823","2","Chicken Burrito","Fresh Tomato Salsa, Rice","$17.50 ","685","21","4","0","125","1585","85","5.5","3","43.5","22","27","27","30","0.3425","0.323076923076923","0.2","0","0.416666666666667","0.660416666666667","0.283333333333333","0.22","0.0333333333333333","0.87","0.22","0.27","0.27","0.3"
"2047","823","1","Steak Bowl","Tomatillo Green Chili Salsa, Rice, Cheese, Sour Cream, Guacamole, Lettuce","$11.75 ","825","49.5","17.5","0","135","1290","47","8","4","43.5","66","17","34","29","0.4125","0.761538461538462","0.875","0","0.45","0.5375","0.156666666666667","0.32","0.0444444444444444","0.87","0.66","0.17","0.34","0.29"
"2048","824","1","Chips and Guacamole","NULL","$3.99 ","800","49","7","0","0","795","81","14","5","10","7","9","6","13","0.4","0.753846153846154","0.35","0","0","0.33125","0.27","0.56","0.0555555555555556","0.2","0.07","0.09","0.06","0.13"
"2049","824","1","Chicken Soft Tacos","Roasted Chili Corn Salsa (Medium), Cheese, Sour Cream","$8.49 ","685","25.5","15","0","195","890","63","9.5","6","46","19","12","37","18","0.3425","0.392307692307692","0.75","0","0.65","0.370833333333333","0.21","0.38","0.0666666666666667","0.92","0.19","0.12","0.37","0.18"
"2050","825","1","Chicken Bowl","Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Black Beans, Guacamole","$10.98 ","630","31.5","6.5","0","125","1485","51","22.5","9","45","30","46","11","31","0.315","0.484615384615385","0.325","0","0.416666666666667","0.61875","0.17","0.9","0.1","0.9","0.3","0.46","0.11","0.31"
"2051","825","1","Side of Chips","NULL","$1.69 ","570","27","3.5","0","0","420","73","8","4","8","0","2","4","6","0.285","0.415384615384615","0.175","0","0","0.175","0.243333333333333","0.32","0.0444444444444444","0.16","0","0.02","0.04","0.06"
"2052","826","2","Chicken Burrito","Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce","$17.50 ","1025","39","16","0","195","2065","110","18.5","6","58.5","76","39","59","42","0.5125","0.6","0.8","0","0.65","0.860416666666667","0.366666666666667","0.74","0.0666666666666667","1.17","0.76","0.39","0.59","0.42"
"2053","827","1","Steak Burrito","Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce","$8.99 ","995","39.5","15","0","135","2105","105","9","9","52.5","67","50","54","43","0.4975","0.607692307692308","0.75","0","0.45","0.877083333333333","0.35","0.36","0.1","1.05","0.67","0.5","0.54","0.43"
